POST1689004074522996;KOMENT741189232;KOMENT523593142;KOMENT741189232;KOMENT523593142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST1698089823614421;KOMENT1784648801;KOMENT340050412751709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST1711433252280078;KOMENT1181684038602267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST1713469545409782;KOMENT100000942967062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST1734731999950203;KOMENT1456824592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST1736604926429577;KOMENT400920633362927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST1741642869259116;KOMENT1456824592;KOMENT1444900254;KOMENT340050412751709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST1752652584824811;KOMENT1456824592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST1776737529082983;KOMENT340050412751709;KOMENT1120160993;KOMENT1120160993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST1808570062566396;KOMENT100000942967062;KOMENT1353382117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST1852200541536681;KOMENT100001059764273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST1868525369904198;KOMENT100000159398582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST1872701936153208;KOMENT100005765284839;KOMENT100001987932174;KOMENT340050412751709;KOMENT100001987932174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST1884222595001142;KOMENT1359080026;KOMENT1301254392;KOMENT1447819325;KOMENT340050412751709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST1905591196197615;KOMENT100000495251568;KOMENT1591863245;KOMENT100001159836447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST1925080717581996;KOMENT1533625507;KOMENT1353382117;KOMENT1533625507;KOMENT100000942967062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST1943108342445900;KOMENT100002390281845;KOMENT100000467157295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST1960913423998725;KOMENT1591863245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST1964603440296390;KOMENT100001159836447;KOMENT100003767560440;KOMENT100003767560440;KOMENT1740791757;KOMENT100000682810996;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST1995850227171711;KOMENT100001740611627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2005183696238364;KOMENT340050412751709;KOMENT1568062878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2016956855061048;KOMENT1353382117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2049447965145270;KOMENT100005394213823;KOMENT1194053086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2066233686800031;KOMENT340050412751709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2127399970683402;KOMENT100005394213823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2128646773892055;KOMENT100001059764273;KOMENT340050412751709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2135867403169992;KOMENT100000992605083;KOMENT1740791757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2163507550405977;KOMENT1593947659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2199116213511777;KOMENT1353382117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2200693063354092;KOMENT1591863245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2231356000287798;KOMENT100033031082242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2235904579832940;KOMENT100006065610472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2242105135879551;KOMENT1593947659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2247023295387735;KOMENT1590396132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2250565601700171;KOMENT1353382117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2331060930317304;KOMENT1353382117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2368937863196277;KOMENT100039040448048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2383323811757682;KOMENT100000552311545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2486988858057843;KOMENT1740791757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2508423985914330;KOMENT361472390645343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2525760640847331;KOMENT1178599319;KOMENT340050412751709;KOMENT1178599319;KOMENT100000084535011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2560847954005266;KOMENT1023713705;KOMENT1023713705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2579765845446810;KOMENT100000159398582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2586706321419429;KOMENT273424893097129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2588767077880020;KOMENT1287820935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2643444475745613;KOMENT100000159398582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2767758093314250;KOMENT745519066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2886407314782660;KOMENT100000159398582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2927661950657196;KOMENT509649658;KOMENT1353382117;KOMENT1359140211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2931597120263679;KOMENT100004765506358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2953146688108722;KOMENT1120160993;KOMENT1120160993;KOMENT340050412751709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2960102984079759;KOMENT1120160993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2966449546778436;KOMENT340050412751709;KOMENT340050412751709;KOMENT100012549995205;KOMENT340050412751709;KOMENT1120160993;KOMENT100025902256591;KOMENT100025902256591;KOMENT100006336935224;KOMENT100021002647188;KOMENT100000460661682;KOMENT100035960480890;KOMENT100009492077015;KOMENT100014417928133;KOMENT100007039534935;KOMENT100040060430518;KOMENT100025238147744;KOMENT100007940502040;KOMENT100000157135597;KOMENT1166388748;KOMENT1453084360;KOMENT100001129204371;KOMENT100012549995205;;;;;;;;;;;
POST2977849552305102;KOMENT340050412751709;KOMENT100000467157295;KOMENT1310392813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST2997999500290107;KOMENT340050412751709;KOMENT340050412751709;KOMENT340050412751709;KOMENT100040060430518;KOMENT100001992386682;KOMENT100006085473581;KOMENT100008928731084;KOMENT100003544526715;KOMENT100025483963384;KOMENT100003704501125;KOMENT100000460661682;KOMENT100035275933451;KOMENT100024892852776;KOMENT100012458463196;KOMENT100007450055864;KOMENT100025902256591;KOMENT100046986642167;KOMENT100039197119069;KOMENT100005019998375;KOMENT100001570057871;KOMENT100000889878853;KOMENT1590396132;KOMENT100040060430518;;;;;;;;;;
POST3002648913158499;KOMENT1740791757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3015342468555810;KOMENT340050412751709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3018620698227987;KOMENT1593947659;KOMENT340050412751709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3019384361484954;KOMENT100014417928133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3023863084370415;KOMENT340050412751709;KOMENT100001051533659;KOMENT100000714241296;KOMENT1120160993;KOMENT100014417928133;KOMENT100006092406205;KOMENT100040060430518;KOMENT100007039534935;KOMENT100003210133575;KOMENT100035498242905;KOMENT100045729138789;KOMENT100006281599070;KOMENT100003238844489;KOMENT100035960480890;KOMENT100008437717974;KOMENT100014417928133;KOMENT100004765506358;KOMENT100003965777669;KOMENT100000460661682;KOMENT100000157135597;KOMENT100003704501125;KOMENT100006336935224;KOMENT100039197119069;KOMENT100000040784878;KOMENT100003544526715;KOMENT1361190368;;;;;;;
POST3026637544092969;KOMENT1287820935;KOMENT1118730561485720;KOMENT100014324978366;KOMENT100035498242905;KOMENT1353382117;KOMENT100021002647188;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3033931240030266;KOMENT100014417928133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3050634921693231;KOMENT1120160993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3053260144764042;KOMENT340050412751709;KOMENT100000157135597;KOMENT100041846390827;KOMENT100027605550206;KOMENT100024584957495;KOMENT100037198884285;KOMENT100007086630752;KOMENT100041912357134;KOMENT100041789303945;KOMENT100000371057542;KOMENT100013192751629;;;;;;;;;;;;;;;;;;;;;;
POST3055427101214013;KOMENT340050412751709;KOMENT1409573070;KOMENT100049495399438;KOMENT1371505394;KOMENT1287820935;KOMENT340050412751709;KOMENT1287820935;KOMENT1120160993;KOMENT100001120238590;KOMENT100000214436130;KOMENT100004765506358;;;;;;;;;;;;;;;;;;;;;;
POST3071881266235263;KOMENT100001281204369;KOMENT100000622712205;KOMENT100000159398582;KOMENT772088881;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3084679258288797;KOMENT340050412751709;KOMENT100045346236442;KOMENT100003544526715;KOMENT100026787939535;KOMENT100024892852776;KOMENT100000658676492;KOMENT100000371057542;KOMENT100000708534300;KOMENT100002328945724;KOMENT100031002184196;KOMENT100000366520647;;;;;;;;;;;;;;;;;;;;;;
POST3090507797705943;KOMENT100051167679734;KOMENT100000092586357;KOMENT1294038741;KOMENT100000092586357;KOMENT1294038741;KOMENT1294038741;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3094558157300907;KOMENT100024892852776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3094636043959785;KOMENT1593947659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3097660546990668;KOMENT100006985695545;KOMENT100000371057542;KOMENT100031002184196;KOMENT100001127130023;KOMENT632937094;KOMENT100003544526715;KOMENT1449381022;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3102131236543599;KOMENT100026787939535;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3103317816424941;KOMENT100000486052669;KOMENT100041846390827;KOMENT100027605550206;KOMENT100027392328489;KOMENT100024584957495;KOMENT100014417928133;KOMENT100037198884285;KOMENT100007086630752;KOMENT100041912357134;KOMENT100000366520647;KOMENT100005019998375;KOMENT100039197119069;KOMENT100041789303945;KOMENT100013192751629;KOMENT100024630458659;;;;;;;;;;;;;;;;;;
POST3105690589520997;KOMENT100003288095045;KOMENT100044107324014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3115309381892451;KOMENT100000595421439;KOMENT100044107324014;KOMENT100044107324014;KOMENT340050412751709;KOMENT100044107324014;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3121803831243006;KOMENT1593947659;KOMENT340050412751709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3128526320570757;KOMENT340050412751709;KOMENT100024892852776;KOMENT100006281599070;KOMENT1120160993;KOMENT100040060430518;KOMENT100002328945724;KOMENT100000371057542;KOMENT100024630458659;KOMENT100041846390827;KOMENT100007802565495;KOMENT100000708534300;KOMENT100001798695394;KOMENT100002376018149;KOMENT100031002184196;KOMENT100001127130023;KOMENT100001096464544;KOMENT100010915805220;KOMENT100000040784878;KOMENT100000508667356;KOMENT100005019998375;;;;;;;;;;;;;
POST3131308713625851;KOMENT340050412751709;KOMENT100029500364250;KOMENT100004739913716;KOMENT340050412751709;KOMENT100000737592440;KOMENT1612224707;KOMENT100000737592440;KOMENT1612224707;;;;;;;;;;;;;;;;;;;;;;;;;
POST3139716136118442;KOMENT100004536484295;KOMENT340050412751709;KOMENT100000125542069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3143064445783611;KOMENT100010915805220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3144755722281150;KOMENT340050412751709;KOMENT100028679145312;KOMENT100004455912986;KOMENT100007176521908;KOMENT100001570057871;KOMENT100004469254205;KOMENT100039197119069;KOMENT100039197119069;KOMENT100000366520647;KOMENT100031002184196;KOMENT1590396132;KOMENT100041846390827;;;;;;;;;;;;;;;;;;;;;
POST3145504472206275;KOMENT1184210528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3152712088152180;KOMENT100041846390827;KOMENT100041846390827;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3157875717635817;KOMENT1593947659;KOMENT100000371057542;KOMENT1593947659;KOMENT100001570057871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3161109667312422;KOMENT340050412751709;KOMENT100000045528762;KOMENT100001309716038;KOMENT340050412751709;KOMENT100013192751629;KOMENT100051316846747;KOMENT100026787939535;KOMENT1593947659;KOMENT100000366520647;KOMENT100000371057542;;;;;;;;;;;;;;;;;;;;;;;
POST3163068243783231;KOMENT100006124320412;KOMENT340050412751709;KOMENT100048692956531;KOMENT340050412751709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3165704656852923;KOMENT192134684147352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3170948782995177;KOMENT100035498242905;KOMENT1792021047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3181745221915533;KOMENT100031002184196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3187289781361077;KOMENT340050412751709;KOMENT340050412751709;KOMENT100027392328489;KOMENT100000366520647;KOMENT100007086630752;KOMENT100007470815725;KOMENT340050412751709;KOMENT100041912357134;KOMENT100041789303945;KOMENT100013192751629;KOMENT100024630458659;KOMENT100002328945724;KOMENT100040060430518;KOMENT100014417928133;;;;;;;;;;;;;;;;;;;
POST3195668037189918;KOMENT1120160993;KOMENT1120160993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3198014296955292;KOMENT100048158331458;KOMENT100051316846747;KOMENT100000067375445;KOMENT100000569863523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3201222566634465;KOMENT715465348475444;KOMENT100001038782089;KOMENT1353382117;KOMENT1409573070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3209335995823122;KOMENT340050412751709;KOMENT340050412751709;KOMENT100040060430518;KOMENT100001790598147;KOMENT100001570057871;KOMENT100000658676492;KOMENT100000366520647;KOMENT100026787939535;KOMENT100002328945724;KOMENT100000460661682;KOMENT100006092406205;KOMENT100000371057542;KOMENT100000708534300;;;;;;;;;;;;;;;;;;;;
POST3225708877519167;KOMENT340050412751709;KOMENT100024892852776;KOMENT100001570057871;KOMENT100000508667356;KOMENT100040060430518;KOMENT100004469254205;KOMENT100001205771237;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3229315627158492;KOMENT1353382117;KOMENT340050412751709;KOMENT1353382117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3242752552481466;KOMENT340050412751709;KOMENT100051316846747;KOMENT340050412751709;KOMENT100022110421104;KOMENT100002328945724;KOMENT1120160993;KOMENT100000508667356;KOMENT100000708534300;;;;;;;;;;;;;;;;;;;;;;;;;
POST3252230108139086;KOMENT1359140211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3257888527634535;KOMENT100023004853537;KOMENT100006245109320;KOMENT1321580079;KOMENT100000809252886;KOMENT1074324581;KOMENT100007150876364;KOMENT100007159202926;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3259720700784651;KOMENT100002328945724;KOMENT1120160993;KOMENT100000708534300;KOMENT340050412751709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3262655520491169;KOMENT340050412751709;KOMENT100044619378824;KOMENT100000001500081;KOMENT100006903310349;KOMENT100020528115633;KOMENT100000040784878;KOMENT100002376018149;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3282357658520955;KOMENT340050412751709;KOMENT340050412751709;KOMENT100007054532628;KOMENT557157837;KOMENT100024892852776;KOMENT100000658676492;KOMENT100000708534300;KOMENT100000371057542;;;;;;;;;;;;;;;;;;;;;;;;;
POST3288325921257462;KOMENT100000159398582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3300606623362725;KOMENT100000708534300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3302935036463217;KOMENT340050412751709;KOMENT100000658676492;KOMENT100024630458659;KOMENT100024892852776;KOMENT100006092406205;KOMENT340050412751709;KOMENT100000508667356;KOMENT100020528115633;KOMENT100007039534935;KOMENT1849952934;;;;;;;;;;;;;;;;;;;;;;;
POST3317889651634422;KOMENT100013206527753;KOMENT340050412751709;KOMENT1353382117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3321923137897740;KOMENT100024630458659;KOMENT340050412751709;KOMENT100000508667356;KOMENT340050412751709;KOMENT100000508667356;KOMENT1849952934;KOMENT100000508667356;KOMENT340050412751709;KOMENT340050412751709;;;;;;;;;;;;;;;;;;;;;;;;
POST3324306980992689;KOMENT340050412751709;KOMENT100001096464544;KOMENT100013192751629;KOMENT100014659111203;KOMENT1120160993;KOMENT100014659111203;KOMENT100040060430518;KOMENT100007176521908;KOMENT100007039534935;;;;;;;;;;;;;;;;;;;;;;;;
POST3343230679100319;KOMENT1120160993;KOMENT340050412751709;KOMENT100014659111203;KOMENT340050412751709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3344790155611038;KOMENT340050412751709;KOMENT100046071679853;KOMENT100014659111203;KOMENT1361190368;KOMENT100000658676492;KOMENT100000508667356;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3364681133621940;KOMENT715465348475444;KOMENT745519066;KOMENT340050412751709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3366658506757536;KOMENT100003787671554;KOMENT100000978019299;KOMENT340050412751709;KOMENT100001320981815;KOMENT340050412751709;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3367793489977371;KOMENT100006985695545;KOMENT340050412751709;KOMENT100040060430518;KOMENT340050412751709;KOMENT1449381022;KOMENT340050412751709;KOMENT745519066;KOMENT340050412751709;KOMENT210028452417245;KOMENT340050412751709;;;;;;;;;;;;;;;;;;;;;;;
POST3371172259639494;KOMENT100046071679853;KOMENT100000612583157;KOMENT100052806170858;KOMENT100006985695545;KOMENT100003967894084;KOMENT100035003888217;KOMENT100024892852776;KOMENT100003965777669;KOMENT100002119522990;KOMENT100007176521908;KOMENT100014659111203;KOMENT100006092406205;KOMENT100000508667356;KOMENT100005357234640;KOMENT100013192751629;KOMENT100000708534300;;;;;;;;;;;;;;;;;
POST3386323551457698;KOMENT340050412751709;KOMENT100006985695545;KOMENT100000612583157;KOMENT100024892852776;KOMENT100014659111203;KOMENT100052806170858;KOMENT100006281599070;KOMENT100004469254205;KOMENT100001127130023;KOMENT1590396132;KOMENT100020528115633;KOMENT100013192751629;KOMENT100000708534300;;;;;;;;;;;;;;;;;;;;
POST3387903837966336;KOMENT100005357234640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3405969666159753;KOMENT100003288246778;KOMENT340050412751709;KOMENT100007409080920;KOMENT340050412751709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3409152842508102;KOMENT340050412751709;KOMENT1087537438;KOMENT100003324718763;KOMENT100000882767814;KOMENT100001689718222;KOMENT100000724980274;KOMENT100020808442693;KOMENT100011346901457;KOMENT100003402600620;KOMENT100000366520647;KOMENT580302852;KOMENT100002486906696;KOMENT100046071679853;KOMENT100045346236442;KOMENT100014417928133;KOMENT100003965777669;KOMENT100052806170858;KOMENT100020528115633;KOMENT100040060430518;;;;;;;;;;;;;;
POST3409521382471248;KOMENT340050412751709;KOMENT100001127130023;KOMENT100020528115633;KOMENT100013192751629;KOMENT100000708534300;KOMENT340050412751709;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3426019324154787;KOMENT1120160993;KOMENT340050412751709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3430864327003620;KOMENT340050412751709;KOMENT100013192751629;KOMENT580302852;KOMENT100020808442693;KOMENT100024892852776;KOMENT100001718247876;KOMENT100020528115633;KOMENT100002376018149;;;;;;;;;;;;;;;;;;;;;;;;;
POST3434070366683016;KOMENT1287820935;KOMENT340050412751709;KOMENT1287820935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3450620565027996;KOMENT340050412751709;KOMENT100045346236442;KOMENT1590396132;KOMENT1610874796;KOMENT1361190368;KOMENT100001718247876;KOMENT100000658676492;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3454587274631325;KOMENT100013192751629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3465118846911501;KOMENT340050412751709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3472841239472595;KOMENT340050412751709;KOMENT100000460661682;KOMENT100024892852776;KOMENT100001131844419;KOMENT100004469254205;KOMENT100005019998375;KOMENT100020808442693;KOMENT1120160993;;;;;;;;;;;;;;;;;;;;;;;;;
POST3473070312783021;KOMENT100001485227182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3490334364389949;KOMENT340050412751709;KOMENT100003192587216;KOMENT100007039534935;KOMENT100002189301494;KOMENT100024892852776;KOMENT100005124032098;KOMENT100001718247876;KOMENT100005019998375;KOMENT100035003888217;KOMENT100004469254205;KOMENT100001903556424;KOMENT100005357234640;KOMENT340050412751709;KOMENT100005357234640;;;;;;;;;;;;;;;;;;;
POST3505359716220747;KOMENT100024892852776;KOMENT100035003888217;KOMENT100035003888217;KOMENT100000508667356;KOMENT100052806170858;KOMENT100041846390827;KOMENT100041846390827;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3507771172646268;KOMENT340050412751709;KOMENT1324072627;KOMENT1324072627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3513490012074384;KOMENT100001718247876;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3521999661223419;KOMENT100040856146844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3524066057683446;KOMENT100001718247876;KOMENT100000508667356;KOMENT100024892852776;KOMENT100000486052669;KOMENT100001718247876;KOMENT100005124032098;KOMENT100005357234640;KOMENT1514353930;KOMENT100001718247876;KOMENT100001806901614;KOMENT100005019998375;KOMENT100020528115633;KOMENT100001718247876;KOMENT100035003888217;KOMENT100000157135597;;;;;;;;;;;;;;;;;;
POST3525709674185751;KOMENT100052806170858;KOMENT340050412751709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3544244372332281;KOMENT100035003888217;KOMENT100024892852776;KOMENT1514353930;KOMENT100001718247876;KOMENT100041846390827;KOMENT100000658676492;KOMENT100020528115633;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3559458834144168;KOMENT100001718247876;KOMENT100020528115633;KOMENT100024892852776;KOMENT100001127130023;KOMENT100006092406205;KOMENT100035003888217;KOMENT100000658676492;KOMENT100041846390827;;;;;;;;;;;;;;;;;;;;;;;;;
POST3561865157236869;KOMENT100035003888217;KOMENT340050412751709;KOMENT100035003888217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3567219833368068;KOMENT100000508667356;KOMENT100002486906696;KOMENT100005357234640;KOMENT1590396132;KOMENT100007039534935;KOMENT100000371057542;KOMENT100031002184196;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3578133415610043;KOMENT100041846390827;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3585932921496759;KOMENT100027392328489;KOMENT100024584957495;KOMENT100037198884285;KOMENT100027605550206;KOMENT100007086630752;KOMENT100041912357134;KOMENT100041789303945;KOMENT100024630458659;KOMENT100004469254205;KOMENT100003192587216;KOMENT100005019998375;KOMENT100011346901457;KOMENT100024892852776;KOMENT100000658676492;KOMENT1449381022;KOMENT100000882767814;KOMENT100026787939535;;;;;;;;;;;;;;;;
POST3596611957095522;KOMENT1590396132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3604007953022589;KOMENT1740791757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POST3614038788686172;KOMENT100000658676492;KOMENT100024892852776;KOMENT100000882767814;KOMENT100004469254205;KOMENT100001205771237;KOMENT100005019998375;KOMENT100000371057542;;;;;;;;;;;;;;;;;;;;;;;;;;
